codepoint,character,character_name
U+1D0B,ᴋ,LATIN LETTER SMALL CAPITAL K
U+1D0C,ᴌ,LATIN LETTER SMALL CAPITAL L WITH STROKE
U+1D0D,ᴍ,LATIN LETTER SMALL CAPITAL M
U+1D0E,ᴎ,LATIN LETTER SMALL CAPITAL REVERSED N
U+1D0F,ᴏ,LATIN LETTER SMALL CAPITAL O
U+1D10,ᴐ,LATIN LETTER SMALL CAPITAL OPEN O
U+1D11,ᴑ,LATIN SMALL LETTER SIDEWAYS O
U+1D12,ᴒ,LATIN SMALL LETTER SIDEWAYS OPEN O
U+1D13,ᴓ,LATIN SMALL LETTER SIDEWAYS O WITH STROKE
U+1D14,ᴔ,LATIN SMALL LETTER TURNED OE
U+1D15,ᴕ,LATIN LETTER SMALL CAPITAL OU
U+1D16,ᴖ,LATIN SMALL LETTER TOP HALF O
U+1D17,ᴗ,LATIN SMALL LETTER BOTTOM HALF O
U+1D18,ᴘ,LATIN LETTER SMALL CAPITAL P
U+1D19,ᴙ,LATIN LETTER SMALL CAPITAL REVERSED R
U+1D1A,ᴚ,LATIN LETTER SMALL CAPITAL TURNED R
U+1D1B,ᴛ,LATIN LETTER SMALL CAPITAL T
U+1D1C,ᴜ,LATIN LETTER SMALL CAPITAL U
U+1D1D,ᴝ,LATIN SMALL LETTER SIDEWAYS U
U+1D1E,ᴞ,LATIN SMALL LETTER SIDEWAYS DIAERESIZED U
U+1D1F,ᴟ,LATIN SMALL LETTER SIDEWAYS TURNED M
U+1D20,ᴠ,LATIN LETTER SMALL CAPITAL V
U+1D21,ᴡ,LATIN LETTER SMALL CAPITAL W
U+1D22,ᴢ,LATIN LETTER SMALL CAPITAL Z
U+1D23,ᴣ,LATIN LETTER SMALL CAPITAL EZH
U+1D24,ᴤ,LATIN LETTER VOICED LARYNGEAL SPIRANT
U+1D25,ᴥ,LATIN LETTER AIN
U+1D26,ᴦ,GREEK LETTER SMALL CAPITAL GAMMA
U+1D27,ᴧ,GREEK LETTER SMALL CAPITAL LAMDA
U+1D28,ᴨ,GREEK LETTER SMALL CAPITAL PI
U+1D29,ᴩ,GREEK LETTER SMALL CAPITAL RHO
U+1D2A,ᴪ,GREEK LETTER SMALL CAPITAL PSI
U+1D2B,ᴫ,CYRILLIC LETTER SMALL CAPITAL EL
U+1D2C,ᴬ,MODIFIER LETTER CAPITAL A
U+1D2D,ᴭ,MODIFIER LETTER CAPITAL AE
U+1D2E,ᴮ,MODIFIER LETTER CAPITAL B
U+1D2F,ᴯ,MODIFIER LETTER CAPITAL BARRED B
U+1D30,ᴰ,MODIFIER LETTER CAPITAL D
U+1D31,ᴱ,MODIFIER LETTER CAPITAL E
U+1D32,ᴲ,MODIFIER LETTER CAPITAL REVERSED E
U+1D33,ᴳ,MODIFIER LETTER CAPITAL G
U+1D34,ᴴ,MODIFIER LETTER CAPITAL H
U+1D35,ᴵ,MODIFIER LETTER CAPITAL I
U+1D36,ᴶ,MODIFIER LETTER CAPITAL J
U+1D37,ᴷ,MODIFIER LETTER CAPITAL K
U+1D38,ᴸ,MODIFIER LETTER CAPITAL L
U+1D39,ᴹ,MODIFIER LETTER CAPITAL M
U+1D3A,ᴺ,MODIFIER LETTER CAPITAL N
U+1D3B,ᴻ,MODIFIER LETTER CAPITAL REVERSED N
U+1D3C,ᴼ,MODIFIER LETTER CAPITAL O
U+1D3D,ᴽ,MODIFIER LETTER CAPITAL OU
U+1D3E,ᴾ,MODIFIER LETTER CAPITAL P
U+1D3F,ᴿ,MODIFIER LETTER CAPITAL R
U+1D40,ᵀ,MODIFIER LETTER CAPITAL T
U+1D41,ᵁ,MODIFIER LETTER CAPITAL U
U+1D42,ᵂ,MODIFIER LETTER CAPITAL W
U+1D43,ᵃ,MODIFIER LETTER SMALL A
U+1D44,ᵄ,MODIFIER LETTER SMALL TURNED A
U+1D45,ᵅ,MODIFIER LETTER SMALL ALPHA
U+1D46,ᵆ,MODIFIER LETTER SMALL TURNED AE
U+1D47,ᵇ,MODIFIER LETTER SMALL B
U+1D48,ᵈ,MODIFIER LETTER SMALL D
U+1D49,ᵉ,MODIFIER LETTER SMALL E
U+1D4A,ᵊ,MODIFIER LETTER SMALL SCHWA
U+1D4B,ᵋ,MODIFIER LETTER SMALL OPEN E
U+1D4C,ᵌ,MODIFIER LETTER SMALL TURNED OPEN E
U+1D4D,ᵍ,MODIFIER LETTER SMALL G
U+1D4E,ᵎ,MODIFIER LETTER SMALL TURNED I
U+1D4F,ᵏ,MODIFIER LETTER SMALL K
U+1D50,ᵐ,MODIFIER LETTER SMALL M
U+1D51,ᵑ,MODIFIER LETTER SMALL ENG
U+1D52,ᵒ,MODIFIER LETTER SMALL O
U+1D53,ᵓ,MODIFIER LETTER SMALL OPEN O
U+1D54,ᵔ,MODIFIER LETTER SMALL TOP HALF O
U+1D55,ᵕ,MODIFIER LETTER SMALL BOTTOM HALF O
U+1D56,ᵖ,MODIFIER LETTER SMALL P
U+1D57,ᵗ,MODIFIER LETTER SMALL T
U+1D58,ᵘ,MODIFIER LETTER SMALL U
U+1D59,ᵙ,MODIFIER LETTER SMALL SIDEWAYS U
U+1D5A,ᵚ,MODIFIER LETTER SMALL TURNED M
U+1D5B,ᵛ,MODIFIER LETTER SMALL V
U+1D5C,ᵜ,MODIFIER LETTER SMALL AIN
U+1D5D,ᵝ,MODIFIER LETTER SMALL BETA
U+1D5E,ᵞ,MODIFIER LETTER SMALL GREEK GAMMA
U+1D5F,ᵟ,MODIFIER LETTER SMALL DELTA
U+1D60,ᵠ,MODIFIER LETTER SMALL GREEK PHI
U+1D61,ᵡ,MODIFIER LETTER SMALL CHI
U+1D62,ᵢ,LATIN SUBSCRIPT SMALL LETTER I
U+1D63,ᵣ,LATIN SUBSCRIPT SMALL LETTER R
U+1D64,ᵤ,LATIN SUBSCRIPT SMALL LETTER U
U+1D65,ᵥ,LATIN SUBSCRIPT SMALL LETTER V
U+1D66,ᵦ,GREEK SUBSCRIPT SMALL LETTER BETA
U+1D67,ᵧ,GREEK SUBSCRIPT SMALL LETTER GAMMA
U+1D68,ᵨ,GREEK SUBSCRIPT SMALL LETTER RHO
U+1D69,ᵩ,GREEK SUBSCRIPT SMALL LETTER PHI
U+1D6A,ᵪ,GREEK SUBSCRIPT SMALL LETTER CHI
U+1D6B,ᵫ,LATIN SMALL LETTER UE
U+1D6C,ᵬ,LATIN SMALL LETTER B WITH MIDDLE TILDE
U+1D6D,ᵭ,LATIN SMALL LETTER D WITH MIDDLE TILDE
U+1D6E,ᵮ,LATIN SMALL LETTER F WITH MIDDLE TILDE
U+1D6F,ᵯ,LATIN SMALL LETTER M WITH MIDDLE TILDE
U+1D70,ᵰ,LATIN SMALL LETTER N WITH MIDDLE TILDE
U+1D71,ᵱ,LATIN SMALL LETTER P WITH MIDDLE TILDE
U+1D72,ᵲ,LATIN SMALL LETTER R WITH MIDDLE TILDE
U+1D73,ᵳ,LATIN SMALL LETTER R WITH FISHHOOK AND MIDDLE TILDE
U+1D74,ᵴ,LATIN SMALL LETTER S WITH MIDDLE TILDE
U+1D75,ᵵ,LATIN SMALL LETTER T WITH MIDDLE TILDE
U+1D76,ᵶ,LATIN SMALL LETTER Z WITH MIDDLE TILDE
U+1D77,ᵷ,LATIN SMALL LETTER TURNED G
U+1D78,ᵸ,MODIFIER LETTER CYRILLIC EN
U+1D79,ᵹ,LATIN SMALL LETTER INSULAR G
U+1D7A,ᵺ,LATIN SMALL LETTER TH WITH STRIKETHROUGH
U+1D7B,ᵻ,LATIN SMALL CAPITAL LETTER I WITH STROKE
U+1D7C,ᵼ,LATIN SMALL LETTER IOTA WITH STROKE
U+1D7D,ᵽ,LATIN SMALL LETTER P WITH STROKE
U+1D7E,ᵾ,LATIN SMALL CAPITAL LETTER U WITH STROKE
U+1D7F,ᵿ,LATIN SMALL LETTER UPSILON WITH STROKE
U+1D80,ᶀ,LATIN SMALL LETTER B WITH PALATAL HOOK
U+1D81,ᶁ,LATIN SMALL LETTER D WITH PALATAL HOOK
U+1D82,ᶂ,LATIN SMALL LETTER F WITH PALATAL HOOK
U+1D83,ᶃ,LATIN SMALL LETTER G WITH PALATAL HOOK
U+1D84,ᶄ,LATIN SMALL LETTER K WITH PALATAL HOOK
U+1D85,ᶅ,LATIN SMALL LETTER L WITH PALATAL HOOK
U+1D86,ᶆ,LATIN SMALL LETTER M WITH PALATAL HOOK
U+1D87,ᶇ,LATIN SMALL LETTER N WITH PALATAL HOOK
U+1D88,ᶈ,LATIN SMALL LETTER P WITH PALATAL HOOK
U+1D89,ᶉ,LATIN SMALL LETTER R WITH PALATAL HOOK
U+1D8A,ᶊ,LATIN SMALL LETTER S WITH PALATAL HOOK
U+1D8B,ᶋ,LATIN SMALL LETTER ESH WITH PALATAL HOOK
U+1D8C,ᶌ,LATIN SMALL LETTER V WITH PALATAL HOOK
U+1D8D,ᶍ,LATIN SMALL LETTER X WITH PALATAL HOOK
U+1D8E,ᶎ,LATIN SMALL LETTER Z WITH PALATAL HOOK
U+1D8F,ᶏ,LATIN SMALL LETTER A WITH RETROFLEX HOOK
U+1D90,ᶐ,LATIN SMALL LETTER ALPHA WITH RETROFLEX HOOK
U+1D91,ᶑ,LATIN SMALL LETTER D WITH HOOK AND TAIL
U+1D92,ᶒ,LATIN SMALL LETTER E WITH RETROFLEX HOOK
U+1D93,ᶓ,LATIN SMALL LETTER OPEN E WITH RETROFLEX HOOK
U+1D94,ᶔ,LATIN SMALL LETTER REVERSED OPEN E WITH RETROFLEX HOOK
U+1D95,ᶕ,LATIN SMALL LETTER SCHWA WITH RETROFLEX HOOK
U+1D96,ᶖ,LATIN SMALL LETTER I WITH RETROFLEX HOOK
U+1D97,ᶗ,LATIN SMALL LETTER OPEN O WITH RETROFLEX HOOK
U+1D98,ᶘ,LATIN SMALL LETTER ESH WITH RETROFLEX HOOK
U+1D99,ᶙ,LATIN SMALL LETTER U WITH RETROFLEX HOOK
U+1D9A,ᶚ,LATIN SMALL LETTER EZH WITH RETROFLEX HOOK
U+1D9B,ᶛ,MODIFIER LETTER SMALL TURNED ALPHA
U+1D9C,ᶜ,MODIFIER LETTER SMALL C
U+1D9D,ᶝ,MODIFIER LETTER SMALL C WITH CURL
U+1D9E,ᶞ,MODIFIER LETTER SMALL ETH
U+1D9F,ᶟ,MODIFIER LETTER SMALL REVERSED OPEN E
U+1DA0,ᶠ,MODIFIER LETTER SMALL F
U+1DA1,ᶡ,MODIFIER LETTER SMALL DOTLESS J WITH STROKE
U+1DA2,ᶢ,MODIFIER LETTER SMALL SCRIPT G
U+1DA3,ᶣ,MODIFIER LETTER SMALL TURNED H
U+1DA4,ᶤ,MODIFIER LETTER SMALL I WITH STROKE
U+1DA5,ᶥ,MODIFIER LETTER SMALL IOTA
U+1DA6,ᶦ,MODIFIER LETTER SMALL CAPITAL I
U+1DA7,ᶧ,MODIFIER LETTER SMALL CAPITAL I WITH STROKE
U+1DA8,ᶨ,MODIFIER LETTER SMALL J WITH CROSSED-TAIL
U+1DA9,ᶩ,MODIFIER LETTER SMALL L WITH RETROFLEX HOOK
U+1DAA,ᶪ,MODIFIER LETTER SMALL L WITH PALATAL HOOK
U+1DAB,ᶫ,MODIFIER LETTER SMALL CAPITAL L
U+1DAC,ᶬ,MODIFIER LETTER SMALL M WITH HOOK
U+1DAD,ᶭ,MODIFIER LETTER SMALL TURNED M WITH LONG LEG
U+1DAE,ᶮ,MODIFIER LETTER SMALL N WITH LEFT HOOK
U+1DAF,ᶯ,MODIFIER LETTER SMALL N WITH RETROFLEX HOOK
U+1DB0,ᶰ,MODIFIER LETTER SMALL CAPITAL N
U+1DB1,ᶱ,MODIFIER LETTER SMALL BARRED O
U+1DB2,ᶲ,MODIFIER LETTER SMALL PHI
U+1DB3,ᶳ,MODIFIER LETTER SMALL S WITH HOOK
U+1DB4,ᶴ,MODIFIER LETTER SMALL ESH
U+1DB5,ᶵ,MODIFIER LETTER SMALL T WITH PALATAL HOOK
U+1DB6,ᶶ,MODIFIER LETTER SMALL U BAR
U+1DB7,ᶷ,MODIFIER LETTER SMALL UPSILON
U+1DB8,ᶸ,MODIFIER LETTER SMALL CAPITAL U
U+1DB9,ᶹ,MODIFIER LETTER SMALL V WITH HOOK
U+1DBA,ᶺ,MODIFIER LETTER SMALL TURNED V
U+1DBB,ᶻ,MODIFIER LETTER SMALL Z
U+1DBC,ᶼ,MODIFIER LETTER SMALL Z WITH RETROFLEX HOOK
U+1DBD,ᶽ,MODIFIER LETTER SMALL Z WITH CURL
U+1DBE,ᶾ,MODIFIER LETTER SMALL EZH
U+1DBF,ᶿ,MODIFIER LETTER SMALL THETA
U+1DC0,᷀,COMBINING DOTTED GRAVE ACCENT
U+1DC1,᷁,COMBINING DOTTED ACUTE ACCENT
U+1DC2,᷂,COMBINING SNAKE BELOW
U+1DC3,᷃,COMBINING SUSPENSION MARK
U+1DC4,᷄,COMBINING MACRON-ACUTE
U+1DC5,᷅,COMBINING GRAVE-MACRON
U+1DC6,᷆,COMBINING MACRON-GRAVE
U+1DC7,᷇,COMBINING ACUTE-MACRON
U+1DC8,᷈,COMBINING GRAVE-ACUTE-GRAVE
U+1DC9,᷉,COMBINING ACUTE-GRAVE-ACUTE
U+1DCA,᷊,COMBINING LATIN SMALL LETTER R BELOW
U+1DFE,᷾,COMBINING LEFT ARROWHEAD ABOVE
U+1DFF,᷿,COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW
U+1E00,Ḁ,LATIN CAPITAL LETTER A WITH RING BELOW
U+1E01,ḁ,LATIN SMALL LETTER A WITH RING BELOW
U+1E02,Ḃ,LATIN CAPITAL LETTER B WITH DOT ABOVE
U+1E03,ḃ,LATIN SMALL LETTER B WITH DOT ABOVE
U+1E04,Ḅ,LATIN CAPITAL LETTER B WITH DOT BELOW
U+1E05,ḅ,LATIN SMALL LETTER B WITH DOT BELOW
U+1E06,Ḇ,LATIN CAPITAL LETTER B WITH LINE BELOW
U+1E07,ḇ,LATIN SMALL LETTER B WITH LINE BELOW
U+1E08,Ḉ,LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE
U+1E09,ḉ,LATIN SMALL LETTER C WITH CEDILLA AND ACUTE
U+1E0A,Ḋ,LATIN CAPITAL LETTER D WITH DOT ABOVE
U+1E0B,ḋ,LATIN SMALL LETTER D WITH DOT ABOVE
U+1E0C,Ḍ,LATIN CAPITAL LETTER D WITH DOT BELOW
U+1E0D,ḍ,LATIN SMALL LETTER D WITH DOT BELOW
U+1E0E,Ḏ,LATIN CAPITAL LETTER D WITH LINE BELOW
U+1E0F,ḏ,LATIN SMALL LETTER D WITH LINE BELOW
U+1E10,Ḑ,LATIN CAPITAL LETTER D WITH CEDILLA
U+1E11,ḑ,LATIN SMALL LETTER D WITH CEDILLA
U+1E12,Ḓ,LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW
U+1E13,ḓ,LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW
U+1E14,Ḕ,LATIN CAPITAL LETTER E WITH MACRON AND GRAVE
U+1E15,ḕ,LATIN SMALL LETTER E WITH MACRON AND GRAVE
U+1E16,Ḗ,LATIN CAPITAL LETTER E WITH MACRON AND ACUTE
U+1E17,ḗ,LATIN SMALL LETTER E WITH MACRON AND ACUTE
U+1E18,Ḙ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW
U+1E19,ḙ,LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW
U+1E1A,Ḛ,LATIN CAPITAL LETTER E WITH TILDE BELOW
U+1E1B,ḛ,LATIN SMALL LETTER E WITH TILDE BELOW
U+1E1C,Ḝ,LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE
U+1E1D,ḝ,LATIN SMALL LETTER E WITH CEDILLA AND BREVE
U+1E1E,Ḟ,LATIN CAPITAL LETTER F WITH DOT ABOVE
U+1E1F,ḟ,LATIN SMALL LETTER F WITH DOT ABOVE
U+1E20,Ḡ,LATIN CAPITAL LETTER G WITH MACRON
U+1E21,ḡ,LATIN SMALL LETTER G WITH MACRON
U+1E22,Ḣ,LATIN CAPITAL LETTER H WITH DOT ABOVE
U+1E23,ḣ,LATIN SMALL LETTER H WITH DOT ABOVE
U+1E24,Ḥ,LATIN CAPITAL LETTER H WITH DOT BELOW
U+1E25,ḥ,LATIN SMALL LETTER H WITH DOT BELOW
U+1E26,Ḧ,LATIN CAPITAL LETTER H WITH DIAERESIS
U+1E27,ḧ,LATIN SMALL LETTER H WITH DIAERESIS
U+1E28,Ḩ,LATIN CAPITAL LETTER H WITH CEDILLA
U+1E29,ḩ,LATIN SMALL LETTER H WITH CEDILLA
U+1E2A,Ḫ,LATIN CAPITAL LETTER H WITH BREVE BELOW
U+1E2B,ḫ,LATIN SMALL LETTER H WITH BREVE BELOW
U+1E2C,Ḭ,LATIN CAPITAL LETTER I WITH TILDE BELOW
U+1E2D,ḭ,LATIN SMALL LETTER I WITH TILDE BELOW
U+1E2E,Ḯ,LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE
U+1E2F,ḯ,LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE
U+1E30,Ḱ,LATIN CAPITAL LETTER K WITH ACUTE
U+1E31,ḱ,LATIN SMALL LETTER K WITH ACUTE
U+1E32,Ḳ,LATIN CAPITAL LETTER K WITH DOT BELOW
U+1E33,ḳ,LATIN SMALL LETTER K WITH DOT BELOW
U+1E34,Ḵ,LATIN CAPITAL LETTER K WITH LINE BELOW
U+1E35,ḵ,LATIN SMALL LETTER K WITH LINE BELOW
U+1E36,Ḷ,LATIN CAPITAL LETTER L WITH DOT BELOW
U+1E37,ḷ,LATIN SMALL LETTER L WITH DOT BELOW
U+1E38,Ḹ,LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON
U+1E39,ḹ,LATIN SMALL LETTER L WITH DOT BELOW AND MACRON
U+1E3A,Ḻ,LATIN CAPITAL LETTER L WITH LINE BELOW
U+1E3B,ḻ,LATIN SMALL LETTER L WITH LINE BELOW
U+1E3C,Ḽ,LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW
U+1E3D,ḽ,LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW
U+1E3E,Ḿ,LATIN CAPITAL LETTER M WITH ACUTE
U+1E3F,ḿ,LATIN SMALL LETTER M WITH ACUTE
U+1E40,Ṁ,LATIN CAPITAL LETTER M WITH DOT ABOVE
U+1E41,ṁ,LATIN SMALL LETTER M WITH DOT ABOVE
U+1E42,Ṃ,LATIN CAPITAL LETTER M WITH DOT BELOW
U+1E43,ṃ,LATIN SMALL LETTER M WITH DOT BELOW
U+1E44,Ṅ,LATIN CAPITAL LETTER N WITH DOT ABOVE
U+1E45,ṅ,LATIN SMALL LETTER N WITH DOT ABOVE
U+1E46,Ṇ,LATIN CAPITAL LETTER N WITH DOT BELOW
U+1E47,ṇ,LATIN SMALL LETTER N WITH DOT BELOW
U+1E48,Ṉ,LATIN CAPITAL LETTER N WITH LINE BELOW
U+1E49,ṉ,LATIN SMALL LETTER N WITH LINE BELOW
U+1E4A,Ṋ,LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW
U+1E4B,ṋ,LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW
U+1E4C,Ṍ,LATIN CAPITAL LETTER O WITH TILDE AND ACUTE
U+1E4D,ṍ,LATIN SMALL LETTER O WITH TILDE AND ACUTE
U+1E4E,Ṏ,LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS
U+1E4F,ṏ,LATIN SMALL LETTER O WITH TILDE AND DIAERESIS
U+1E50,Ṑ,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE
U+1E51,ṑ,LATIN SMALL LETTER O WITH MACRON AND GRAVE
U+1E52,Ṓ,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE
U+1E53,ṓ,LATIN SMALL LETTER O WITH MACRON AND ACUTE
U+1E54,Ṕ,LATIN CAPITAL LETTER P WITH ACUTE
U+1E55,ṕ,LATIN SMALL LETTER P WITH ACUTE
U+1E56,Ṗ,LATIN CAPITAL LETTER P WITH DOT ABOVE
U+1E57,ṗ,LATIN SMALL LETTER P WITH DOT ABOVE
U+1E58,Ṙ,LATIN CAPITAL LETTER R WITH DOT ABOVE
U+1E59,ṙ,LATIN SMALL LETTER R WITH DOT ABOVE
U+1E5A,Ṛ,LATIN CAPITAL LETTER R WITH DOT BELOW
U+1E5B,ṛ,LATIN SMALL LETTER R WITH DOT BELOW
U+1E5C,Ṝ,LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON
U+1E5D,ṝ,LATIN SMALL LETTER R WITH DOT BELOW AND MACRON
U+1E5E,Ṟ,LATIN CAPITAL LETTER R WITH LINE BELOW
U+1E5F,ṟ,LATIN SMALL LETTER R WITH LINE BELOW
U+1E60,Ṡ,LATIN CAPITAL LETTER S WITH DOT ABOVE
U+1E61,ṡ,LATIN SMALL LETTER S WITH DOT ABOVE
U+1E62,Ṣ,LATIN CAPITAL LETTER S WITH DOT BELOW
U+1E63,ṣ,LATIN SMALL LETTER S WITH DOT BELOW
U+1E64,Ṥ,LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE
U+1E65,ṥ,LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE
U+1E66,Ṧ,LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE
U+1E67,ṧ,LATIN SMALL LETTER S WITH CARON AND DOT ABOVE
U+1E68,Ṩ,LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE
U+1E69,ṩ,LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE
U+1E6A,Ṫ,LATIN CAPITAL LETTER T WITH DOT ABOVE
U+1E6B,ṫ,LATIN SMALL LETTER T WITH DOT ABOVE
U+1E6C,Ṭ,LATIN CAPITAL LETTER T WITH DOT BELOW
U+1E6D,ṭ,LATIN SMALL LETTER T WITH DOT BELOW
U+1E6E,Ṯ,LATIN CAPITAL LETTER T WITH LINE BELOW
U+1E6F,ṯ,LATIN SMALL LETTER T WITH LINE BELOW
U+1E70,Ṱ,LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW
U+1E71,ṱ,LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW
U+1E72,Ṳ,LATIN CAPITAL LETTER U WITH DIAERESIS BELOW
U+1E73,ṳ,LATIN SMALL LETTER U WITH DIAERESIS BELOW
U+1E74,Ṵ,LATIN CAPITAL LETTER U WITH TILDE BELOW
U+1E75,ṵ,LATIN SMALL LETTER U WITH TILDE BELOW
U+1E76,Ṷ,LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW
U+1E77,ṷ,LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW
U+1E78,Ṹ,LATIN CAPITAL LETTER U WITH TILDE AND ACUTE
U+1E79,ṹ,LATIN SMALL LETTER U WITH TILDE AND ACUTE
U+1E7A,Ṻ,LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS
U+1E7B,ṻ,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS
U+1E7C,Ṽ,LATIN CAPITAL LETTER V WITH TILDE
U+1E7D,ṽ,LATIN SMALL LETTER V WITH TILDE
U+1E7E,Ṿ,LATIN CAPITAL LETTER V WITH DOT BELOW
U+1E7F,ṿ,LATIN SMALL LETTER V WITH DOT BELOW
U+1E80,Ẁ,LATIN CAPITAL LETTER W WITH GRAVE
U+1E81,ẁ,LATIN SMALL LETTER W WITH GRAVE
U+1E82,Ẃ,LATIN CAPITAL LETTER W WITH ACUTE
U+1E83,ẃ,LATIN SMALL LETTER W WITH ACUTE
U+1E84,Ẅ,LATIN CAPITAL LETTER W WITH DIAERESIS
U+1E85,ẅ,LATIN SMALL LETTER W WITH DIAERESIS
U+1E86,Ẇ,LATIN CAPITAL LETTER W WITH DOT ABOVE
U+1E87,ẇ,LATIN SMALL LETTER W WITH DOT ABOVE
U+1E88,Ẉ,LATIN CAPITAL LETTER W WITH DOT BELOW
U+1E89,ẉ,LATIN SMALL LETTER W WITH DOT BELOW
U+1E8A,Ẋ,LATIN CAPITAL LETTER X WITH DOT ABOVE
U+1E8B,ẋ,LATIN SMALL LETTER X WITH DOT ABOVE
U+1E8C,Ẍ,LATIN CAPITAL LETTER X WITH DIAERESIS
U+1E8D,ẍ,LATIN SMALL LETTER X WITH DIAERESIS
U+1E8E,Ẏ,LATIN CAPITAL LETTER Y WITH DOT ABOVE
U+1E8F,ẏ,LATIN SMALL LETTER Y WITH DOT ABOVE
U+1E90,Ẑ,LATIN CAPITAL LETTER Z WITH CIRCUMFLEX
U+1E91,ẑ,LATIN SMALL LETTER Z WITH CIRCUMFLEX
U+1E92,Ẓ,LATIN CAPITAL LETTER Z WITH DOT BELOW
U+1E93,ẓ,LATIN SMALL LETTER Z WITH DOT BELOW
U+1E94,Ẕ,LATIN CAPITAL LETTER Z WITH LINE BELOW
U+1E95,ẕ,LATIN SMALL LETTER Z WITH LINE BELOW
U+1E96,ẖ,LATIN SMALL LETTER H WITH LINE BELOW
U+1E97,ẗ,LATIN SMALL LETTER T WITH DIAERESIS
U+1E98,ẘ,LATIN SMALL LETTER W WITH RING ABOVE
U+1E99,ẙ,LATIN SMALL LETTER Y WITH RING ABOVE
U+1E9A,ẚ,LATIN SMALL LETTER A WITH RIGHT HALF RING
U+1E9B,ẛ,LATIN SMALL LETTER LONG S WITH DOT ABOVE
U+1E9C,ẜ,LATIN SMALL LETTER LONG S WITH DIAGONAL STROKE
U+1E9D,ẝ,LATIN SMALL LETTER LONG S WITH HIGH STROKE
U+1E9E,ẞ,LATIN CAPITAL LETTER SHARP S
U+1E9F,ẟ,LATIN SMALL LETTER DELTA
U+1EA0,Ạ,LATIN CAPITAL LETTER A WITH DOT BELOW
U+1EA1,ạ,LATIN SMALL LETTER A WITH DOT BELOW
U+1EA2,Ả,LATIN CAPITAL LETTER A WITH HOOK ABOVE
U+1EA3,ả,LATIN SMALL LETTER A WITH HOOK ABOVE
U+1EA4,Ấ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE
U+1EA5,ấ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE
U+1EA6,Ầ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE
U+1EA7,ầ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE
U+1EA8,Ẩ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
U+1EA9,ẩ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
U+1EAA,Ẫ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
U+1EAB,ẫ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
U+1EAC,Ậ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW
U+1EAD,ậ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW
U+1EAE,Ắ,LATIN CAPITAL LETTER A WITH BREVE AND ACUTE
U+1EAF,ắ,LATIN SMALL LETTER A WITH BREVE AND ACUTE
U+1EB0,Ằ,LATIN CAPITAL LETTER A WITH BREVE AND GRAVE
U+1EB1,ằ,LATIN SMALL LETTER A WITH BREVE AND GRAVE
U+1EB2,Ẳ,LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE
U+1EB3,ẳ,LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE
U+1EB4,Ẵ,LATIN CAPITAL LETTER A WITH BREVE AND TILDE
U+1EB5,ẵ,LATIN SMALL LETTER A WITH BREVE AND TILDE
U+1EB6,Ặ,LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
